"id","ngram","ngramids","corpus_sum","ngram_length","specificity","in_degree","out_degree","cluster","n_types"
"727","0x241a","Signal-to-noise ratio","{194785,379731,2020215}",30241901,2,9.95782493805635e-09,295,90,4,1
"728","0x241d","Signaling (telecommunications)","{38943308,1345533,743751}",30241901,2,6.6440995554148e-06,27,49,4,1
"729","0x24292","Anomalous propagation","{13923551}",30241901,2,1.38397960567653e-06,7,30,4,0
"730","0x242b96","Hydrogen compressor","{25373367}",30241901,2,4.6132653522551e-07,11,34,3,0
"731","0x242be","Hooke's law","{21142622}",30241901,2,1.86304946917995e-07,111,145,6,1
"732","0x243015","Austronesian alignment","{20519961}",30241901,2,5.63247513938123e-08,18,48,9,0
"733","0x243cec","Transmission time","{125614,1543082}",30241901,2,1.46841337472311e-08,6,21,4,0
"734","0x244","Ammonia","{176274}",30241901,2,7.38122456360816e-08,1326,420,3,5
"735","0x2458b7","Brake force","{1753910}",30241901,2,1.63026625826432e-06,2,6,6,0
"736","0x245b1","Cylinder head","{863529}",30241901,2,7.33928578767857e-08,265,58,5,0
"737","0x245eb5","Control variable","{4766223,1657253,19493939,25252474}",30241901,2,1.8071168581847e-06,9,9,9,1
"738","0x2465c","Channel capacity","{1032608,9582481}",30241901,2,1.0833836376444e-06,77,51,4,0
"739","0x246c","Total harmonic distortion","{88474}",30241901,3,6.09299197467655e-08,45,35,4,0
"740","0x246de","Reference range","{132553,63645094,265323,1497401}",30241901,2,2.37570679528194e-06,38,80,9,0
"741","0x247292","Curing (chemistry)","{19769796}",30241901,2,5.4836927772089e-07,61,25,6,0
"742","0x2476e7","Fault (power engineering)","{7318340}",30241901,2,1.40403728112112e-07,30,45,4,0
"743","0x247a2d","Ground granulated blast-furnace slag","{885815}",30241901,3,3.11506663657097e-08,6,52,1,0
"744","0x2480","Wafer (electronics)","{2508140}",30241901,2,4.60449488580595e-07,139,102,5,1
"745","0x2485b","Angle of attack","{46091498,17386026,418862,210765}",30241901,2,0.000327613313135288,257,43,6,0
"746","0x2487","Uninterruptible power supply","{47061125,1227558}",30241901,2,9.45156803876655e-07,112,98,4,1
"747","0x2489","Transmission line","{916056,30531}",30241901,2,1.87026769691625e-06,203,131,4,1
"748","0x248c","Surface wave","{219127}",30241901,2,1.78578013635681e-07,59,101,4,0
"749","0x248e0","Motor system","{1496740}",30241901,2,1.50432565834406e-06,53,23,9,0
"750","0x249102","Bubble (physics)","{620011}",30241901,2,2.73668283608354e-08,0,75,6,0
"751","0x249621","Arm span","{2818783}",30241901,2,8.53555703941473e-08,6,18,9,0
"752","0x24a2","Systems design","{78652,7281496,565924,1216540}",30241901,2,9.61520899400325e-07,39,50,4,1
"753","0x24a53","Engine displacement","{3074777}",30241901,2,1.56255761931221e-07,363,52,5,0
"754","0x24b814","Gain scheduling","{4089540}",30241901,2,1.38397960567653e-06,6,12,4,0
"755","0x24c0d","Spectral density","{194794,15076232}",30241901,2,2.749547065823e-07,76,113,4,1
"756","0x24c366","Open-circuit voltage","{1290324}",30241901,3,1.20796224934361e-08,17,14,4,0
"757","0x24d0","Gain (electronics)","{5077182,1254936}",30241901,2,1.52714990971203e-07,176,56,4,1
"758","0x24d2","Signal generator","{1849174}",30241901,2,3.74611021085377e-07,38,80,4,1
"759","0x24d34","Atmosphere of Earth","{1444275,2760043,363040}",30241901,2,1.98145133919577e-06,172,225,2,1
"760","0x24d4","Data processing","{431587}",30241901,2,1.5005393594944e-07,116,42,4,1
"761","0x24f1c","Bayesian network","{5849852}",30241901,2,4.58898500829587e-06,84,166,4,1
"762","0x24fd11","System time","{1197094,22161807}",30241901,2,1.72612155719122e-07,29,162,4,1
"763","0x25098b","Transportation theory (mathematics)","{855107,15203412}",30241901,2,6.22790822554439e-06,13,61,7,0
"764","0x250eb","Translation (geometry)","{64512,1083465}",30241901,2,7.39531087002726e-08,147,46,7,0
"765","0x251aa","Magnetic refrigeration","{3041680}",30241901,2,7.31159036961186e-07,26,82,6,1
"766","0x253f","Electrical impedance","{3717789,46356848}",30241901,2,5.25245272033864e-07,339,104,6,1
"767","0x2542b","Weather station","{1200672,842812}",30241901,2,4.22742861370286e-05,221,68,5,1
"768","0x25470","Differential (mechanical device)","{25735080}",30241901,2,4.6784074408975e-05,198,122,5,0
"769","0x2555","Data transmission","{4590210,366944}",30241901,2,3.29378911678222e-08,132,147,4,0
"770","0x2565d","Weibull distribution","{2665678}",30241901,2,1.38397960567653e-06,39,91,4,0
"771","0x257634","Bearing capacity","{5861684}",30241901,2,3.65579518480593e-07,17,14,1,0
"772","0x257648","Small wind turbine","{951233,45979654}",30241901,3,0.000251884288233129,2,38,2,0
"773","0x2581a","Spiral galaxy","{678354}",30241901,2,4.40357147260714e-07,246,109,2,1
"774","0x25878","Radial velocity","{679755}",30241901,2,1.22631104300452e-07,182,36,2,1
"775","0x25967","Parabolic antenna","{1356232}",30241901,2,9.2265307045102e-08,80,112,4,0
"776","0x259b0","Coal mining","{784401}",30241901,2,2.43719678987062e-07,1026,222,3,2
"777","0x25a44","Optical window","{355842}",30241901,2,2.44103489505152e-07,17,19,4,0
"778","0x25a98d","Cost overrun","{5493198}",30241901,2,3.4462733263882e-07,136,49,9,1
"779","0x25ca71","Brake pad","{2891445}",30241901,2,4.55899164222857e-07,38,23,5,0
"780","0x25d08c","Hybrid power","{22512660}",30241901,2,4.6132653522551e-07,12,11,2,0
"781","0x25d3","Logarithmic spiral","{1029987}",30241901,2,2.61833979452317e-07,48,64,7,0
"782","0x25d3e","Fluid bearing","{42531658,16671293}",30241901,2,8.93713767503295e-07,37,47,5,0
"783","0x25e99","Renewable resource","{4460241,693850}",30241901,2,6.20980384116781e-06,97,281,2,1
"784","0x26232","Power station","{70703298}",30241901,3,1.27471805785996e-05,592,181,6,1
"785","0x26258","Electricity retailing","{4589531}",30241901,3,1.3899364762892e-08,36,59,4,1
"786","0x2625a","Electric power distribution","{568252,3705840,990555,25932072,1359998,267572,42613216}",30241901,2,1.91920413496474e-05,91,100,4,1
"787","0x262cd","Mineral oil","{460783}",30241901,2,8.23914152209983e-08,182,73,3,1
"788","0x262fc","Electronic structure","{148690}",30241901,2,1.01443531306133e-07,38,14,6,0
"789","0x2630c","Rural area","{7286}",30241901,2,3.00398674100332e-07,522,79,9,1
"790","0x264","Assembly language","{2406431}",30241901,2,2.19182290491758e-08,734,228,4,7
"791","0x26499","Positive feedback","{29807}",30241901,2,1.56888376351995e-07,210,200,4,1
"792","0x264bb","Right- and left-hand traffic","{4923334}",30241901,2,1.55005715835771e-06,267,546,7,1
"793","0x2653da","Energy conversion efficiency","{20576107,2232784,1105419,1687256,3056325,25771880}",30241901,2,2.55389377133584e-06,74,77,1,0
"794","0x2654a","Thermal depolymerization","{4004751}",30241901,2,6.45857149315714e-07,32,103,2,0
"795","0x265c0","Semipermeable membrane","{373799,2421411,2421412}",30241901,2,9.87437317753357e-08,81,45,5,0
"796","0x26601c","Thin layers (oceanography)","{170948}",30241901,2,2.38878671664716e-08,3,14,2,0
"797","0x26661","Linear form","{148082}",30241901,2,2.30663267612755e-07,13,59,7,1
"798","0x2676ca","Endmember","{29267224}",30241901,2,2.26469390019796e-07,14,14,2,0
"799","0x267bc","Water purification","{8004}",30241901,2,2.42438869863256e-07,230,249,2,1
"800","0x26805","Rolling stock","{2304571,8071389}",30241901,2,3.41987238468332e-07,398,29,7,1
"801","0x268dc","Experience point","{255741,746905,259422,348647}",30241901,2,1.81055028901187e-06,308,77,9,1
"802","0x268e82","Maximum Force","{6456048,1252914}",30241901,2,1.81081443733378e-07,10,39,8,8
"803","0x268e94","Lithium tetrafluoroborate","{14051987}",30241901,2,2.25299005575249e-08,7,22,3,5
"804","0x26929e","Universal testing machine","{16942002}",30241901,2,1.05302796084084e-07,10,27,3,0
"805","0x26a57","Electricity market","{661010,36787957,190670}",30241901,2,5.89126453767712e-07,61,149,4,0
"806","0x26aa97","Direct torque control","{6245096}",30241901,3,1.21098215496696e-06,4,52,4,0
"807","0x26b0d","Industrial waste","{75779}",30241901,2,5.72399246070057e-08,90,28,2,1
"808","0x26b37","Value of life","{237216}",30241901,2,1.61464287328929e-05,19,62,9,0
"809","0x26b39e","Area (country subdivision)","{138610}",30241901,2,9.94263732108861e-08,6,16,2,0
"810","0x26b41","Motor oil","{5344451}",30241901,2,2.02251716904712e-08,129,134,3,1
"811","0x26c236","Dimethyl carbonate","{4376938}",30241901,2,6.94968238144599e-09,15,33,3,6
"812","0x26ca14","Contact number","{698375}",30241901,2,9.71213758369495e-08,4,7,3,0
"813","0x26cd5e","Rock bolt","{9351820}",30241901,2,1.51372769370871e-07,13,14,1,0
"814","0x26d0","Signal reflection","{7576079}",30241901,2,2.67620365738556e-08,22,39,4,0
"815","0x26dfbb","Friction loss","{4463478,4650197}",30241901,2,1.68647418099848e-07,6,36,6,0
"816","0x26ec8a","Shearing (physics)","{11137816}",30241901,2,4.30571432877143e-06,45,23,6,0
"817","0x26fb3","Linear elasticity","{623803}",30241901,2,7.94086658994731e-08,59,74,6,1
"818","0x27111","Frequency response","{1763613}",30241901,2,6.27045776034674e-08,139,48,4,0
"819","0x2726e4","Engine efficiency","{371117,1293869}",30241901,2,7.35321232617512e-08,15,79,5,0
"820","0x273e","Radio frequency","{102482,714778,2337540}",30241901,2,5.02379280677716e-08,615,92,4,2
"821","0x273f5","Soil structure","{6154569,1721232}",30241901,2,3.20259743462338e-07,41,23,2,0
"822","0x27488f","Time Lapse","{2955423}",30241901,2,2.23222517044602e-08,2,22,8,9
"823","0x274fd","Compact dimension","{701054}",30241901,2,6.41579949651372e-08,4,32,7,0
"824","0x2766","Photodiode","{4702420}",30241901,2,1.29171429863143e-06,124,120,4,1
"825","0x276959","Configuration (geometry)","{6143166}",30241901,2,1.3693084437789e-07,17,63,7,0
"826","0x277258","Fiber-reinforced concrete","{302781,20469801}",30241901,2,1.54265242670951e-06,5,40,1,1
"827","0x27817e","Wind direction","{3671370,42555273,4473665,35953980,76396}",30241901,2,0.00139109901757399,33,20,2,0
"828","0x2799ed","Oversize load","{2888969,35140461}",30241901,2,5.96175830137582e-06,14,24,5,1
"829","0x279ea","Computational fluid dynamics","{2271366}",30241901,3,7.03150928690496e-07,169,143,6,2
"830","0x279fb","Regenerative brake","{3463107,22246759}",30241901,2,4.92602910495036e-07,123,135,2,0
"831","0x27a8","Alternating current","{5716719,82261,1890523,522513,1134034,152886}",30241901,2,1.58962106030303e-05,951,156,4,1
"832","0x27aa3","Liquid nitrogen","{166964}",30241901,2,4.6509156215726e-09,252,82,3,1
"833","0x27b76","Water quality","{459871,13198}",30241901,2,2.45417536155433e-08,273,163,2,1
"834","0x27b796","Industrial control system","{2242642}",30241901,3,7.04059392422654e-09,22,29,4,1
"835","0x27bcf0","Process variable","{1797561,15500513}",30241901,2,7.03150928690496e-08,9,5,4,0
"836","0x27ecd","Vacuum energy","{356994}",30241901,2,2.58342859726286e-06,42,78,2,0
"837","0x2807ce","Pipe network analysis","{10772962}",30241901,2,2.06124622122036e-07,4,18,6,0
"838","0x28149","Lubrication","{17790057}",30241901,2,5.09887223143985e-07,119,22,5,0
"839","0x282fc","Lift coefficient","{38354546,209758}",30241901,2,8.71907151576214e-05,51,33,6,0
"840","0x2837f7","Underlying representation","{2948362,4871386}",30241901,2,3.97450553425055e-07,32,23,9,0
"841","0x2852","Metropolitan area network","{1103135}",30241901,3,1.00184666388167e-08,61,9,4,1
"842","0x28653d","Plant morphology","{332041}",30241901,2,3.62162887466756e-07,58,105,9,0
"843","0x2876f","Frontal bone","{1165605}",30241901,2,8.57332499091656e-08,144,38,9,5
"844","0x287f83","Material selection","{613617}",30241901,2,4.59140153541977e-08,8,29,3,0
"845","0x288474","Power reserve indicator","{4791826}",30241901,2,1.21098215496696e-05,1,12,9,0
"846","0x28a81","Spectrum analyzer","{44290265}",30241901,2,1.0091517958058e-07,57,84,4,1
"847","0x28bc79","Molten salt","{827436,576605}",30241901,2,1.12322982489689e-07,31,45,2,1
"848","0x28d1b","Thermography","{19149203}",30241901,2,1.56318015222827e-06,96,99,9,0
"849","0x28d91","Square wave","{795720}",30241901,2,2.0352641259949e-08,139,47,6,1
"850","0x28e897","Molecular modification","{11076149}",30241901,2,6.54584948630792e-08,2,29,9,0
"851","0x28f10","Isosceles triangle","{1366022}",30241901,2,3.36968947469068e-06,91,57,7,0
"852","0x28fa35","Regulated power supply","{18134450}",30241901,3,1.86304946917995e-07,3,7,4,0
"853","0x2905","Flux","{1472734}",30241901,2,3.84100066773663e-07,225,123,6,0
"854","0x290b22","Acoustic transmission","{1872958}",30241901,2,5.35240731477111e-08,5,11,1,0
"855","0x290e75","Contact resistance","{1946746}",30241901,2,6.0968264567248e-09,10,38,3,0
"856","0x29146","Cementite","{4489508}",30241901,2,8.49812038573308e-08,38,37,3,1
"857","0x291df6","Phase factor","{49563133}",30241901,2,3.22928574657857e-06,23,25,4,0
"858","0x292023","Islanding","{35918708}",30241901,2,4.30571432877143e-06,10,26,4,0
"859","0x2921ca","Magnetic domain","{232355}",30241901,2,1.34553572774107e-06,33,66,6,0
"860","0x292b6","External combustion engine","{4174215}",30241901,2,4.6132653522551e-07,26,27,5,0
"861","0x29358e","Signal edge","{4756631}",30241901,2,1.07270391581849e-06,12,8,4,0
"862","0x293ec","Rebar","{7777114}",30241901,2,2.93571431507143e-07,164,70,1,0
"863","0x294de","Heart valve","{643991}",30241901,2,6.45857149315714e-08,131,90,9,3
"864","0x29522","Wrist","{7589452}",30241901,2,1.41428572842857e-07,192,55,9,3
"865","0x2954b","Mineral (nutrient)","{104777}",30241901,2,7.17619054795238e-08,22,177,9,0
"866","0x295e0","Potassium hydroxide","{421124}",30241901,2,9.92721338467738e-09,259,114,3,5
"867","0x2967bf","Stand-alone power system","{22512662}",30241901,3,1.51372769370871e-05,19,45,2,1
"868","0x296ea","Water extraction","{101099}",30241901,2,7.92642865069286e-07,3,8,2,0
"869","0x298fe4","Fault current limiter","{46700569}",30241901,3,7.59831940371429e-07,6,33,6,0
"870","0x29954","Environmental noise","{712916}",30241901,2,4.12249244244073e-08,22,28,6,0
"871","0x299c2","Ultimate tensile strength","{135862,15021758,33365524}",30241901,2,2.50362553338617e-07,39,116,3,1
"872","0x29a11","Loaded language","{253265}",30241901,2,4.05538210035449e-06,40,34,9,0
"873","0x29a371","Food packaging","{2282105}",30241901,2,7.62223228932786e-09,32,126,9,1
"874","0x29aab","Mitral valve","{2189827}",30241901,2,7.03037535539602e-09,92,54,9,3
"875","0x29b27","Vortex generator","{4953887,7225099}",30241901,2,8.24940681511955e-05,35,49,6,0
"876","0x29b96","Deformation (engineering)","{14188862,6036207}",30241901,2,3.94925232218718e-07,107,67,6,1
"877","0x29bd0","Potassium carbonate","{421125}",30241901,2,1.15821885172186e-08,118,54,3,6
"878","0x29bd4","Furnace","{501115,16890}",30241901,2,1.00798514633088e-07,237,133,5,0
"879","0x29bfd6","Sign (mathematics)","{330969}",30241901,2,2.6325699021021e-08,62,75,7,1
"880","0x29c6","Partial pressure","{383627,1720719,47348,3804}",30241901,2,1.52415553296903e-07,174,64,3,0
"881","0x29cbd","Power-line communication","{74682}",30241901,3,7.20286783623473e-08,27,90,4,1
"882","0x29cc8","Nitrogen dioxide","{806660}",30241901,2,6.15884122042957e-09,160,83,3,6
"883","0x29cd07","HTML5","{6112481}",30241901,2,1.04170507954147e-07,189,99,9,1
"884","0x29d29","Statistical power","{4533953}",30241901,2,1.82789759240297e-07,84,49,4,1
"885","0x29dd82","Intermittent energy source","{6390805}",30241901,3,6.51239292226679e-05,17,137,2,1
"886","0x29e2b","Construction","{887245,4531956}",30241901,2,1.50432565834406e-06,1018,200,9,2
"887","0x29fd7","Aromaticity","{433271}",30241901,2,7.73481615946963e-09,174,147,3,1
"888","0x29fdb","Tap water","{2328117}",30241901,2,2.99007939498016e-08,102,71,2,1
"889","0x2a024","Water treatment","{2116630,54550}",30241901,2,9.92212974766674e-08,166,75,2,1
"890","0x2a058","Room temperature","{70245,56136}",30241901,2,2.23623736446992e-07,199,13,1,0
"891","0x2a05b","Plasticity (physics)","{2017674,14188862}",30241901,2,2.08790026718442e-07,140,64,6,1
"892","0x2a21","Star formation","{44914}",30241901,2,7.45219787671978e-07,223,119,2,1
"893","0x2a2651","Betz's law","{18104287}",30241901,2,0.000156943287283719,2,20,2,0
"894","0x2a333","Economic efficiency","{526409}",30241901,2,5.34502468399212e-07,94,60,2,0
"895","0x2a3bf","Control line","{2135846,2096216}",30241901,2,7.06932248320253e-07,21,38,4,0
"896","0x2a416","Job design","{6229082}",30241901,2,2.42196430993393e-06,4,12,9,1
"897","0x2a43e","Chemical species","{6794}",30241901,2,2.81215014215841e-08,66,9,3,0
"898","0x2a5070","Polyester resin","{46324114,2220147}",30241901,2,4.17242842088214e-07,28,33,1,0
"899","0x2a50fa","Sheet moulding compound","{11319428}",30241901,3,6.72767863870536e-08,12,11,1,0
"900","0x2a534","Feature extraction","{889114}",30241901,2,3.14540819471939e-08,30,52,4,0
"901","0x2a586","Air traffic controller","{14147067}",30241901,2,7.16145504374714e-07,136,55,2,2
"902","0x2a64","Gyroscope","{4193515}",30241901,2,4.84392861986786e-06,335,99,5,1
"903","0x2a651","Transducer","{1709457}",30241901,2,1.65785162623646e-05,206,78,4,1
"904","0x2a7d46","Work output","{797670}",30241901,2,3.22928574657857e-06,4,10,6,0
"905","0x2a82f","Network interface controller","{5645260}",30241901,2,5.65549167526895e-09,89,90,4,1
"906","0x2a954","Shapeshifting","{4389469,2289333}",30241901,2,3.0512936188144e-07,548,395,9,0
"907","0x2aa788","Syncword","{13086632,3824372}",30241901,2,7.97222870194773e-07,20,32,4,0
"908","0x2abb9","Weight function","{7125080}",30241901,2,8.97023818494048e-08,33,51,7,0
"909","0x2ac669","Line–line intersection","{318963}",30241901,2,4.00324679327922e-08,0,41,7,0
"910","0x2acb7","Distributed generation","{5931604}",30241901,2,3.58809527397619e-07,94,165,2,0
"911","0x2acd8","Box set","{54094202}",30241901,2,5.69873955278571e-07,792,48,5,0
"912","0x2ad8dc","Mass excess","{227115}",30241901,2,1.88835506090036e-05,7,20,3,0
"913","0x2ae09","Small hydro","{60295011}",30241901,3,2.90635717192071e-05,21,65,2,0
"914","0x2aecd8","Adaptive algorithm","{5802066}",30241901,2,6.72767863870536e-08,3,22,4,0
"915","0x2af03","Hierarchical database model","{21074}",30241901,2,6.05491077483482e-07,18,20,5,0
"916","0x2affdf","Lead paragraph","{18831307}",30241901,2,1.22631104300452e-07,17,29,9,0
"917","0x2b0c6","Algebraic group","{705663}",30241901,2,8.88794242177589e-08,109,51,7,0
"918","0x2b0e6","Aircraft noise","{1148449}",30241901,2,8.07321436644643e-07,49,63,2,0
"919","0x2b140","Inert gas","{544512}",30241901,2,2.84936977639286e-09,102,38,3,1
"920","0x2b14d","Space charge","{2091658}",30241901,2,1.61464287328929e-06,33,55,4,0
"921","0x2b1cd6","Curvatures of the stomach","{395393}",30241901,2,9.98748169044919e-08,9,39,3,3
"922","0x2b33","Black body","{148841}",30241901,2,9.78571438357143e-08,140,81,6,1
"923","0x2b4298","Ligand cone angle","{1091274,6606870}",30241901,2,1.30622794243628e-06,7,25,3,0
"924","0x2b4b20","Artificial stone","{5846005}",30241901,2,1.92793178900213e-07,13,33,1,1
"925","0x2b5e","Linear motor","{2230565,5743231,641522}",30241901,2,1.98651928308229e-06,76,138,4,1
"926","0x2b6dc","Induction coil","{1079302}",30241901,2,1.90262526952725e-07,61,86,4,0
"927","0x2b7a1","Induction motor","{429392,10198851,62604}",30241901,2,1.61540629781566e-05,113,88,4,1
"928","0x2b7a6","Glass-ceramic","{22646894}",30241901,2,4.63533839221805e-08,31,57,1,0
"929","0x2b7b14","Low voltage","{346308,1333591}",30241901,2,1.22475535532967e-06,28,18,4,0
"930","0x2b7f91","Sucker Free","{398073}",30241901,2,6.59037907465015e-08,17,16,8,7
"931","0x2b84c","Power structure","{609390}",30241901,2,2.18317909627847e-06,12,19,9,0
"932","0x2b878","Autoclave","{900356}",30241901,2,1.4459488417516e-07,97,59,5,0
"933","0x2b9a7a","Specific surface area","{333341}",30241901,3,3.60478408920399e-08,15,16,6,0
"934","0x2bd3cb","Marine propulsion","{2207812,849385}",30241901,2,5.76658169031888e-06,145,131,5,1
"935","0x2bddf","Operation Cycle","{37550992}",30241901,2,1.56255761931221e-07,9,219,9,1
"936","0x2bf4c","Galvanic cell","{436345,1229137}",30241901,2,3.84438779354592e-07,71,79,3,0
"937","0x2bfd","Printing","{2442368}",30241901,2,1.90331183491861e-08,690,216,9,2
"938","0x2bfe0","Band-pass filter","{1958988}",30241901,2,7.89234805681117e-08,80,38,4,0
"939","0x2c01c","Nondestructive testing","{5990087,5506346}",30241901,2,4.34866409763698e-07,94,149,3,1
"940","0x2c03","Calcium carbonate","{209350}",30241901,2,7.82414572745575e-10,519,176,3,5
"941","0x2c0d4d","Thermal oxidation","{72770}",30241901,2,2.24255954623512e-08,15,40,4,0
"942","0x2c1541","Ethylene carbonate","{4695627}",30241901,2,5.34060487306269e-09,12,27,3,5
"943","0x2c1573","Lithium hexafluorophosphate","{14051989}",30241901,2,1.4267830986356e-08,7,18,3,5
"944","0x2c194","Stress management","{2158186,38834963}",30241901,2,8.4702576959438e-07,54,86,9,0
"945","0x2c1e66","System integration","{2465794}",30241901,2,4.77234346785011e-08,37,36,4,1
"946","0x2c317a","Pharmaceutical formulation","{675032}",30241901,2,1.66687151406327e-07,30,94,3,0
"947","0x2c3f6","Terminal velocity","{1066322}",30241901,2,3.79915970185714e-07,66,53,6,0
"948","0x2c3f86","Layered clothing","{287488}",30241901,2,8.2548204155894e-10,19,21,1,0
"949","0x2c60de","Ricinoleic acid","{11221255}",30241901,2,1.88847119682957e-08,14,36,3,5
"950","0x2c6487","Electric distribution network","{12996749}",30241901,3,9.2265307045102e-07,3,7,4,0
"951","0x2c7387","Control message","{7973169}",30241901,2,4.96813191781319e-08,8,30,4,0
"952","0x2c85","Limit superior and limit inferior","{234102,423175,976801}",30241901,2,5.02677765714656e-07,37,80,7,0
"953","0x2c852d","Control valves","{4046019,11646573}",30241901,2,7.03150928690496e-07,13,39,6,0
"954","0x2c960c","Structural change","{55935}",30241901,2,3.25095880528044e-08,10,33,6,1
"955","0x2c9dcc","Ferrite core","{1890515,2959048}",30241901,2,7.46655663948803e-08,18,47,4,1
"956","0x2cbc93","External flow","{4785050}",30241901,2,2.36289200969164e-07,0,7,6,0
"957","0x2cbca8","Internal flow","{5323585}",30241901,2,7.12669957865616e-06,1,3,6,0
"958","0x2cbea4","Liquidus","{16677293}",30241901,2,3.16338195583207e-07,22,20,3,0
"959","0x2ceed9","Building insulation materials","{464816,9808970}",30241901,2,7.14641382368702e-08,10,70,1,1
"960","0x2cef61","Thermal bridge","{11854929}",30241901,2,5.12585039139456e-08,13,32,1,0
"961","0x2cf214","Thermal transfer","{2508148}",30241901,2,6.61287183599708e-08,6,5,5,0
"962","0x2d133","Traffic sign","{3846331,1184228}",30241901,2,7.52454931241609e-08,105,306,9,1
"963","0x2d159d","Operation Time","{932224,1171827}",30241901,2,2.65510923218125e-07,3,48,8,6
"964","0x2d1e39","Ion pump (physics)","{658698}",30241901,2,3.45994901419133e-07,10,27,2,0
"965","0x2d21c","Energy crisis","{29815503,2158319}",30241901,2,1.76142858904286e-06,95,193,2,1
"966","0x2d302b","Vertical orientation","{2026143}",30241901,2,1.74531418252804e-06,1,5,4,0
"967","0x2d30f","Air mass","{1775659,7331236,179760}",30241901,2,8.18236474651527e-06,79,44,6,1
"968","0x2d3f37","Gadget (computer science)","{2874598,20873602}",30241901,2,3.27784643449705e-07,3,28,4,0
"969","0x2d518","Factor of safety","{327204}",30241901,2,9.1719358482705e-07,35,39,6,1
"970","0x2d5c98","Low-carbon economy","{1085545}",30241901,2,1.36448693517404e-07,37,151,2,1
"971","0x2d648b","Triple modular redundancy","{4993811}",30241901,3,8.80714294521429e-07,19,41,4,0
"972","0x2d6c49","Lateral movement","{382260,242263}",30241901,2,2.5659729986327e-07,10,15,2,0
"973","0x2d6dd","Mooring (watercraft)","{1940584}",30241901,2,3.30580910550223e-06,116,47,9,1
"974","0x2d7bce","Electromagnetic clutch","{3120209}",30241901,2,4.34823035894781e-07,9,24,6,0
"975","0x2d894f","Wound, ostomy, and continence nursing","{2163382}",30241901,2,2.58342859726286e-08,2,5,9,0
"976","0x2d8f38","Loss given default","{3080363}",30241901,2,1.76142858904286e-06,10,13,9,0
"977","0x2d9427","Human skin","{462710}",30241901,2,5.03004010370494e-09,120,221,9,3
"978","0x2d99f","Remanence","{2896875}",30241901,2,6.05491077483482e-07,33,40,4,0
"979","0x2da24d","World energy consumption","{1057912,1286321,511721}",30241901,2,3.47611013485209e-06,36,212,2,1
"980","0x2db22","Cost of goods sold","{256650}",30241901,2,8.6083921876354e-07,28,24,9,0
"981","0x2dbb7","Block and tackle","{76372101}",30241901,2,1.08988393947027e-05,59,29,5,1
"982","0x2dc20","Decision-making","{514487}",30241901,2,5.15311555305091e-08,145,159,9,1
"983","0x2dc48","Thermodynamic equilibrium","{279389}",30241901,2,3.77448983366327e-07,155,65,6,0
"984","0x2dcc17","Shape-memory polymer","{13899914}",30241901,3,4.94909692962233e-08,3,59,3,0
"985","0x2de04d","Axis–angle representation","{184478}",30241901,2,2.86622995258453e-08,15,41,7,0
"986","0x2de7","Control flow","{1042167,603093,7180120}",30241901,2,5.8753851184381e-08,192,166,7,1
"987","0x2ded","Conservation movement","{513294}",30241901,2,7.02018640560559e-08,567,125,2,2
"988","0x2deff5","Shallow foundation","{1231043}",30241901,2,3.87514289589429e-06,13,52,1,0
"989","0x2df37","Carbon paper","{91240}",30241901,2,3.41121733793511e-08,42,29,5,0
"990","0x2df81","Cruise control","{1533834,2406002}",30241901,2,1.77487460880654e-06,114,46,5,0
"991","0x2e08a4","External variable","{5393226}",30241901,2,9.93626383562637e-07,4,0,7,0
"992","0x2e1d1","Elasticity (physics)","{5602346}",30241901,2,6.17935614157487e-08,275,86,6,1
"993","0x2e1fda","Certified reference materials","{218531}",30241901,2,1.93757144794714e-07,4,0,3,0
"994","0x2e33d8","Repeat unit","{3973605,2471648}",30241901,2,4.41058831765796e-09,22,0,6,0
"995","0x2e3fe","Series and parallel circuits","{7367311,7529257,2848630,16197139,213197,7529241,3738935,1532461}",30241901,2,3.1723135842492e-06,112,56,4,0
"996","0x2e4b9","Resonance (chemistry)","{16596262,33998948,14675989}",30241901,2,4.3814429727448e-07,104,119,3,1
"997","0x2e623","Aspect ratio (aeronautics)","{3354869}",30241901,3,1.00219212824852e-06,11,47,6,1
"998","0x2e699","Vertical plane","{105066}",30241901,2,3.94248002020635e-06,7,14,4,0
"999","0x2e6e6","Horizontal plane","{2247702,513382}",30241901,2,1.33158528372819e-05,98,38,2,0
"1000","0x2e7115","Accepted and experimental value","{281460}",30241901,2,4.40357147260714e-07,2,0,3,0
"1001","0x2e71c6","Induction generator","{42523227,1543885,1543892}",30241901,2,0.000101883477497039,12,0,5,0
"1002","0x2e7d8","Linear particle accelerator","{1621580}",30241901,2,5.80111211960222e-08,57,72,3,0
"1003","0x2e8e09","Neutral axis","{9064176}",30241901,2,1.32710373147065e-07,6,0,6,0
"1004","0x2e9402","Support function","{1171104}",30241901,2,8.88794242177589e-08,1,0,7,0
"1005","0x2e9d3","HTML element","{28756946,20420243}",30241901,2,9.634333166588e-08,159,139,9,0
"1006","0x2ea8b","Distributed control system","{2242642}",30241901,3,7.04059392422654e-09,30,74,4,0
"1007","0x2ebf7","Control System","{2858182,204370,3314623,346501,3314623,204370}",30241901,2,0.000152754827515101,155,86,4,0
"1008","0x2ec36e","Environmental flow","{40305,3648527}",30241901,2,3.94904057237022e-06,12,0,2,1
